year,month,day,title
2018,5,30,TV Picks for Wednesday: ‘MasterChef’ on KCPQ
2018,5,29,"In 'Solo' stumble, a crossroads for Disney's 'Star Wars'"
2018,5,29,Box Office Top 20: 'Solo' tops charts with $103 million
2018,5,28,Chewie coming to Cincy this fall for comic expo
2018,5,27,Honoring the ultimate sacrifice
2018,5,27,'Solo' sputters in takeoff with $83.3M at box office
2018,5,25,He was puzzled why his whip didn’t make the car go faster
2018,5,25,3 movies open May 25; our reviewers weigh in
2018,5,23,"Disney says Star Wars lands will open in summer, fall 2019"
2018,5,23,Comcast v. Disney: a fight for Twenty-First Century Fox
2018,5,22,"Prolific, provocative author Philip Roth, dies at 85"
2018,5,20,"'Deadpool 2' ends Avengers' box-office reign, rakes in $125M"
2018,5,18,Paramount costume exhibit in Ohio satisfies 'new nostalgia'
2018,5,18,New attractions in Orlando power jump in park attendance
2018,5,17,"Alabama man crafts swords, shields and other Hollywood props"
2018,5,16,'Solo: A Star Wars Story' review: Alden Ehrenreich disappoints as Han Solo
2018,5,15,Pentagon defends plans for cloud contract that rivals call a lock for Amazon
2018,5,15,Kansas congressional delegation pushes for faster cleanup
2018,5,15,'Solo: A Star Wars Story' touches down in Cannes View
2018,5,14,‘Superman’ actress Margot Kidder has died; she was 69
2018,5,13,"'Avengers' overpowers 'Breaking In,' 'Life of the Party'"
2018,5,10,"Latest Star Wars film 'Solo' debuts, gets early praise View"
2018,5,10,Plan ahead: Where to go for Seattle-area Fourth of July celebrations 2018
2018,5,10,Record 72 million tourists came to Orlando last year
2018,5,8,Disney seeks new frontiers as more people watch video online
2018,5,8,"Arm in arm, Scorsese and Blanchett open 71st Cannes View"
2018,5,7,"Childish Gambino's new video tackles racism, gun violence"
2018,5,7,"Twins born on 'Star Wars' Day are named — oh, take a guess"
2018,5,6,'Avengers: Infinity War' scores second best weekend 2 ever
2018,5,5,"'Infinity War' to set record, fastest to surpass $1 billion"
2018,5,4,"Angels shut out Mariners on night Albert Pujols gets 3,000th hit"
2018,5,4,And you thought the Browns’ first draft pick was a bunch of horse crap
2018,5,4,Walking away the right way: What I'll remember about Ichiro's brilliant legacy in Seattle
2018,5,4,'Star Wars' Day: May the 4th be with you
2018,5,3,'Star Wars' lightsaber and 'Ben Hur' chariot to be auctioned
2018,5,2,"CinemaCon shows more diversity, musicals coming to theaters View"
2018,4,30,'Infinity War' record opening revised to $257.7M
2018,4,30,MoviePass is trying to become the Netflix of movie theaters. But is the subscription service too good to be true?
2018,4,30,"Michael Anderson, director of ‘Logan’s Run,’ other movie hits, dies at 98"
2018,4,29,States face off with video-game industry over loot boxes
2018,4,29,"'Infinity War' opens with record $250M, passing 'Star Wars'"
2018,4,29,Lemur facility in North Carolina announces 2 healthy infants
2018,4,28,"Golden State Killer taunted, flaunted power during his reign"
2018,4,28,Wyoming commemorates historic 1868 Native American treaty
2018,4,27,New 'Avengers' film nabs 4th biggest preview gross ever
2018,4,24,Arizona woman gets prison along with ex 'Property Wars' star
2018,4,24,Disney shows how Han Solo and Lando meet at CinemaCon
2018,4,24,Kansas makes case for visit from 'Star Wars' actor
2018,4,23,"From 'Jumanji' to Tarantino, Sony teases varied slate View"
2018,4,22,"'A Quiet Place,' 'Rampage' lead newcomers at box office"
2018,4,21,The Motley Fool: Companies with cash a safe bet?
2018,4,20,"Break out the popcorn! Summer movies from ""Avengers: Infinity War"" to ""Incredibles 2"" are on their way View"
2018,4,18,Chicago-area doctor had $248K in unauthorized expenses
2018,4,14,Hundreds gather at Cal Anderson Park for second annual 'March for Science' rally
2018,4,11,"Carter to Trump: shun military action, keep country at peace"
2018,4,11,Netflix pulls out of Cannes Film Festival in growing dispute
2018,4,11,'Star Wars' creator's museum buys Rockwell masterpiece
2018,4,9,New trailer offers glimpse at 'Solo: A Star Wars Story'
2018,4,8,"Museum display features more than 1,000 dolls"
2018,4,8,'A Quiet Place' roars at box office with $50M debut
2018,3,30,North Carolina 'bathroom bill' saga lingers in election year
2018,3,29,‘Roseanne’ reboot was part of ABC plan to lure Trump voters
2018,3,29,"New on Hulu in April 2018: 'The Handmaid's Tale,' 'Jane Eyre,' 'Tiny Shoulders: Rethinking Barbie'"
2018,3,28,"Now streaming: 'Star Wars: The Last Jedi,' 'A Series of Unfortunate Events,' 'First Match'"
2018,3,28,Labs still lead but French bulldogs leap in popularity in US View
2018,3,26,Detroit museum to host traveling 'Star Wars' costume exhibit
2018,3,25,'Pacific Rim: Uprising' dethrones 'Black Panther'
2018,3,25,‘The Great Alone’ is the nation’s top fiction best-seller
2018,3,24,Winners announced in 2017 OAPME broadcast contest
2018,3,21,Animal hospital worker accused of credit card fraud
2018,3,20,White tiger born in Texas has 'Stars Wars' moniker Kylo Ren
2018,3,19,Internet access is quietly changing Seattle’s tent cities
2018,3,17,The 'force' with Mark Hamill at Dublin's St. Patrick's Day
2018,3,15,"Joan Silber, Frances FitzGerald win Critics Circle awards"
2018,3,15,Toymakers brace for disruption from closing of Toys R Us stores
2018,3,14,George Lucas breaks ground on LA's Museum of Narrative Art
2018,3,14,Everyone’s Irish for Seattle’s St. Patrick’s Day Parade and Irish Festival
2018,3,13,Star Wars? President Trump proposes military space force
2018,3,6,Doubts over U.S. readiness for Russian threat on two fronts
2018,3,5,"TV Picks for Monday, March 5 include ‘The Bachelor’ and ‘The Voice’"
2018,3,4,Former Lakers star Kobe Bryant wins Oscar for animated short
2018,2,28,Oscar-nominated composers embrace their rare moment on stage
2018,2,28,"New on Video-on-Demand in March 2018: 'The Shape of Water,' 'Star Wars: The Last Jedi,' 'Thor: Ragnarok'"
2018,2,27,Marvel superheroes to feature in Disney's Paris expansion
2018,2,25,"'Black Panther' keeps smashing records, exceeding box-office expectations and making history"
2018,2,25,Second weekend for 'Black Panther' is one of the best ever
2018,2,23,TV picks for Friday: AARP movie awards show
2018,2,23,Parents of teens killed during 'Nerf wars' sue school
2018,2,20,Box Office Top 20: 'Black Panther' scores record Monday
2018,2,18,'Black Panther' blows away box office with $192M weekend
2018,2,17,UW Huskies weren't having fun so Mike Hopkins surprises them with a trip to see Black Panther Watch
2018,2,15,Jennifer Aniston and Justin Theroux announce separation
2018,2,12,"Box Office Top 20: 'Fifty Shades,' 'Peter Rabbit' top charts"
2018,2,10,Students host their own minicar derby and learn in process
2018,2,10,Capital High student 3-D prints a new hand for his friend
2018,2,10,Patrick Stewart recites Shakespeare at Sci-Tech Awards
2018,2,9,Lots of movies open Feb. 9; our reviewers weigh in
2018,2,7,Hasbro reports surprise sales drop in fourth quarter
2018,2,6,Will Disney's streaming service roar - or squeak?
2018,2,6,'Game of Thrones' creators developing new 'Star Wars' films
2018,2,5,'Jumanji' reboot reigns again at the box office
2018,2,5,"With new trailer, 'Solo' hopes to outrun production troubles Watch"
2018,2,4,"7 weeks later, 'Jumanji' is no. 1 at box office"
2018,2,3,‘A False Report’ looks at a local story of rape and its aftermath
2018,2,2,This week’s passages View
2018,2,1,Nurses with a mission: Send older ER patients home with help
2018,1,31,"Huskies coach Mike Hopkins might be a little crazy, but in a very good way"
2018,1,30,US officials consider new tool to combat mine spills: Robots
2018,1,30,"Trump calls for unity; warns about gangs, drugs, North Korea"
2018,1,29,"Trump warns of immigration peril, touts economy in address"
2018,1,29,Box Office Top 20: 'Maze Runner' races to No. 1 with $24.2M
2018,1,28,"Krewe of Confetti Kids: Mardi Gras fun for children, too View"
2018,1,28,"'Maze Runner' installment tops charts, Oscars pics get boost"
2018,1,28,Not just a drunken revelry: Mardi Gras for kids as well View
2018,1,26,"Allison Shearmur, 54, ‘Star Wars’ and ‘Hunger Games’ producer, dies"
2018,1,26,Look Ahead: The hottest Seattle events for February 2018 View
2018,1,24,"With 20 Oscar nods, Searchlight shows its value to Disney"
2018,1,24,Better than holograms: A new 3-D projection into thin air
2018,1,23,NFL rejects veterans group's ad for Super Bowl program
2018,1,23,Veteran dies getting wish of seeing 'Star Wars' movie
2018,1,23,Real places in Oscar-nominated films from Dunkirk to Toronto View
2018,1,23,List of nominees for 90th annual Academy Awards
2018,1,22,"In Oscar nominations, fresh voices lead the way View"
2018,1,22,Wild ride: 'Jumanji' holds on to top spot at box office
2018,1,22,Liberia swears in ex-soccer star George Weah as new leader View
2018,1,21,'Jumanji' tops box office for third straight weekend
2018,1,19,"Long before video, Japanese fought suicide in the ‘Sea of Trees’"
2018,1,19,"While you were glued to Twitter, a high-tech job passed you by"
2018,1,16,Box office top 20: 'Jumanji' hits No. 1 again
2018,1,16,When hush money to a porn star from the president elicits a collective shrug
2018,1,16,Reading series teaches students about inclusion
2018,1,15,"Lifelike ‘social’ robots made to win over humans, but there's still work to do Watch"
2018,1,15,Lifelike robots made in Hong Kong meant to win over humans View
2018,1,14,"'Jumanji' tops 'The Post,' 'The Commuter' at MLK box office"
2018,1,12,This week’s passages View
2018,1,11,"Actresses, shows about women win big at Critics' Choice View"
2018,1,11,Sounders sign former Huskies star Handwalla Bwana to a professional contract Watch
2018,1,11,Pentagon memo by ex-Boeing exec stripped of ‘Star Wars’ references
2018,1,11,Luxury amid nature in 'safe' Costa Rica View
2018,1,8,Box Office Top 20: 'Jumanji' knocks 'Star Wars' to No. 3
2018,1,4,"From Star Wars to WSU, UW's Mike Hopkins covers the gamut in latest press conference Watch"
2018,1,2,Box Office Top 20: 'Star Wars' narrowly beats 'Jumanji'
2017,12,31,'Star Wars' passes 'Beauty and the Beast' as top 2017 earner
2017,12,30,Klamath woman takes pride in nephew Mark Hamill's career
2017,12,30,Liberia president-elect calls for foreign investments
2017,12,29,"Year's box office drops, still 3rd highest gross in history"
2017,12,28,Custom chocolates spur Pleasant Grove chocolatier's success
2017,12,28,Ex-soccer star Weah elected Liberia president by wide margin
2017,12,28,"Dubious Achievements: the best, worst and weirdest in movies in 2017"
2017,12,28,"New on Hulu in January 2018: ‘Detroit,’ ‘Ingrid Goes West’"
2017,12,27,Soccer star Weah poised to win Liberia's presidency
2017,12,27,Wisconsin's Walker gives 'Last Jedi' thumbs up
2017,12,27,5 California Things to Know for Today
2017,12,27,Liberia commission still tallying votes for runoff election
2017,12,26,'The Last Jedi' collects almost $100M at holiday box office
2017,12,25,"Liberia votes as soccer star, VP hope to succeed Sirleaf"
2017,12,25,Cincinnati's Kenner took risk with 1977 'Star Wars' toy IOU
2017,12,25,Photography is the star of the show at Henry Art Gallery exhibition
2017,12,25,"Liberia to choose between soccer star, VP in Tuesday runoff"
2017,12,24,'Star Wars: The Last Jedi' still dominating the movie galaxy
2017,12,23,Dimming Christmas lights reflect Venezuela's grim crisis
2017,12,22,"After 10-3 start, Mike Hopkins says UW men are ready for Pac-12 play Watch"
2017,12,20,"What’s open on Christmas in Seattle and Bellevue, plus other seasonal events"
2017,12,19,Obsession with 'Star Wars' universe spans generation of fans
2017,12,19,Former 'Property Wars' star gets prison in Arizona for fraud
2017,12,18,Box office top 20: 'Last Jedi' opens with $450.8M globally
2017,12,18,'The Last Jedi' is a hit but how much did audiences like it?
2017,12,18,Monday TV Picks: A goodbye to stars we’ve lost this year
2017,12,18,5 California Things to Know for Today
2017,12,17,"'The Last Jedi' opens with $220M, 2nd best weekend all-time"
2017,12,17,SpaceX capsule back at space station with pre-Christmas haul
2017,12,16,School brings 'Star Wars' to new 'Collaboratory' room
2017,12,15,Disney-Fox deal may create a new nerdy nirvana
2017,12,15,Major media players start commission for sexual misconduct
2017,12,15,Disney-Fox deal may create a new nerdy nirvana
2017,12,15,'Star Wars: The Last Jedi' boasts $45 million opening night
2017,12,15,Bank robber suspect's nickname cashes in on Star Wars frenzy
2017,12,15,Dying man's wish to see new 'Star Wars' movie coming true
2017,12,15,3 movies open on Dec. 15; our reviewers weigh in on the latest ‘Star Wars’ and more
2017,12,15,"As Disney swallows Fox, a new era dawns for Hollywood"
2017,12,14,'Star Wars' memorabilia on display at Discovery Center
2017,12,14,Disney makes $52.4 billion deal for Twenty-First Century Fox in big bet on streaming
2017,12,14,"'Dunkirk,' 'Call Me By Your Name' top AP's best 2017 films"
2017,12,14,"What stays, what goes: Disney and Murdoch after the sale"
2017,12,14,"Italy's 2017 Nativity scenes feature Trump, Kim — and Jedis"
2017,12,14,Family finds solace in Washington state — and a new life — five years after daughter was killed at Sandy Hook
2017,12,14,"Disney buying much of Fox, will help it compete with Netflix"
2017,12,13,"Gwendoline Christie's fighting bridges Star Wars, Westeros"
2017,12,13,‘Last Jedi’ will play a big role as Disney takes on Netflix
2017,12,13,"John Boyega talks ‘Star Wars,’ wise words from Carrie Fisher"
2017,12,13,"Driver says Kylo Ren isn't evil, he just thinks he's right"
2017,12,13,'Mannequin Skywalker' rides Blue Origin's new crew capsule Watch
2017,12,13,Make-A-Wish sends 7 kids to meet Star Wars stars at premiere View
2017,12,13,"With a lightsaber in hand, Daisy Ridley returns to Star Wars"
2017,12,12,Michigan gets its first black woman VFW post commander
2017,12,12,‘Star Wars: The Last Jedi’: a great force is with us Watch
2017,12,12,Stormtroopers and princes on London's 'Last Jedi' red carpet View
2017,12,11,Box office top 20: 'Coco' tops charts for third weekend
2017,12,10,Behind the curtain of Trump’s presidency: Each day an hour-by-hour battle View
2017,12,10,'Coco' tops box office again before 'Star Wars' hits
2017,12,9,"Boyega escapes Atlanta snow, makes 'Last Jedi' premiere"
2017,12,8,Early praise for 'The Last Jedi' after elaborate premiere View
2017,12,8,Star Wars cast reflects on Carrie Fisher's and Leia's legacy
2017,12,7,"John Boyega talks 'Last Jedi,' personal parallels with Finn"
2017,12,7,Kelly Marie Tran steps into Star Wars stardom in 'Last Jedi'
2017,12,6,Can’t find any Fingerlings? Bots snap up popular Christmas toys for resale
2017,12,6,Trump move on Jerusalem highlights Arab divisions View
2017,12,6,'The Last Jedi' aims to capture that old Star Wars feeling View
2017,12,6,TV Picks for Wednesday: ‘Knightfall’ on the History Channel
2017,12,5,Funko looks to rebound from IPO fiasco with overseas push
2017,12,5,Cineworld agrees to acquire Regal movie chain to challenge AMC
2017,12,5,"Sunday TV picks: ‘Outlander,’ ‘The Walking Dead’ offer action-packed season finales"
2017,12,4,A protest in Trump Country brings home nation's race divides View
2017,12,4,A protest in Trump Country brings home nation's race divides View
2017,12,4,Here are 5 of Bill Gates' favorite books from 2017
2017,12,3,'Coco' tops box office for second straight week with $26.1M
2017,12,2,The Motley Fool: Useful tips on investing
2017,11,30,Star Wars actor Billy Dee Williams to get legacy award
2017,11,29,"Sundance lineup includes Robin Williams, Gloria Allred docs"
2017,11,28,"Thursday’s TV Picks: Disney special salutes the holidays; Menendez murders interview, discussion"
2017,11,28,Readers reminisce about Seattle's vintage moviehouses: 'Sad to know it is gone but happy it's part of my memory'
2017,11,26,Darth Vader choke hold fuels revolt in lucrative video-game market
2017,11,26,Dry weekend draws shoppers even as online sales boom
2017,11,25,Things are about to get dark in Tacoma Dome as Woodinville clinches spot in state title game
2017,11,22,Illinois Army veteran grateful for donated bionic arm
2017,11,20,"What’s streaming on Thanksgiving on Netflix, Amazon Prime and Hulu"
2017,11,17,Williams-Sonoma and Caesars dip while Ross and Fox jump
2017,11,17,"Retailers rise again, but tech leads other US stocks lower View"
2017,11,17,Norman Rockwell exhibit opens in northern Alabama
2017,11,15,Julia Roberts says 'Wonder' shows radical power of kindness
2017,11,10,Baxter and Equifax while Disney and JC Penney climb
2017,11,10,US stocks on two-day losing streak as health stocks fall
2017,11,10,Markets Right Now: Eight-week streak ends as stocks slip
2017,11,10,UK magazine apologizes to Lupita Nyong'o over edited hair
2017,11,9,Woodinville’s defense is wholly embracing its ‘Dark Side’
2017,11,9,Disney hopes for its next blockbuster in newest 'Star Wars'
2017,11,8,Lilly Eason hoping to quarterback Lake Stevens’ volleyball team to a deep state run
2017,11,8,Wednesday TV Picks: Country’s biggest stars honor their own
2017,11,7,Trump requests 4th missile defense field for Fort Greely
2017,11,7,Disney ends LA Times ban after widespread backlash
2017,11,5,"In $121M debut, 'Thor: Ragnarok' and Disney flex their might"
2017,11,5,"World War II, Korean War veteran to lead Veterans Day parade"
2017,11,3,Disney bars LA Times film coverage after critical piece
2017,11,1,"Sons, architects, tourists: A shared fate on the bike path View"
2017,11,1,"Bike path victims reflected a buzzing, diverse New York City View"
2017,10,30,Gary Sinise named 2018 Rose Parade grand marshal
2017,10,29,"Sunday TV Picks: ‘The Deuce,’ ‘It’s The Great Pumpkin, Charlie Brown,’ ‘Ray Donovan’"
2017,10,27,The Shop is a place for car nerds: ‘You can fly your freak flag here’ View
2017,10,23,AP FACT CHECK: Trump sounds off-key note on economy
2017,10,22,A scary box office weekend for everyone but Tyler Perry
2017,10,21,"AP FACT CHECK: Trump on military death, and taxes"
2017,10,19,'Property Wars' star pleads guilty to ID theft in Phoenix
2017,10,19,"19-foot 'Star Wars' walker stalks Ohio yard, draws hundreds"
2017,10,19,Trump thrusts Kelly's private tragedy into public spotlight
2017,10,18,IBM and Canadian Pacific climb while Electronic Arts drops
2017,10,18,Markets Right Now: US stocks closing higher; IBM surges
2017,10,18,Oolitic family builds life-size R2-D2 droid
2017,10,17,Han Solo 'Star Wars' spinoff film finally has a title
2017,10,17,Politics and the fallen: Trump hasn't called all families
2017,10,16,Trump says predecessors didn't honor fallen; response heated
2017,10,16,Man builds 2-story 'Star Wars' vehicle replica for Halloween View
2017,10,13,'Star Wars' fantasy? Cubans doubt US sonic attacks claims
2017,10,13,Couple described as adventure-seekers are free from captors
2017,10,12,Couple described as adventure-seekers are free from captors
2017,10,10,Stormtroopers on Soldier Field introduce 'Last Jedi' trailer
2017,10,9,Stormtroopers on Soldier Field introduce 'Last Jedi' trailer
2017,10,9,Alabama 'geeks' gather for annual festival
2017,10,8,MoDOT digital message boards taking funnier approach
2017,10,8,'Blade Runner 2049' pulls in older guys but few others
2017,10,7,New leader aiming to raise profile of Indiana State Museum
2017,10,5,TV Picks
2017,10,5,Cops: Clumsy man in Darth Vader mask robs convenience store
2017,9,29,"Chance the Rapper, Taylor Swift and our moment in time"
2017,9,28,WATCH: Steven Spielberg surprises audience at Seattle Symphony concert with John Williams
2017,9,28,"Community calendar: festivals, fairs and more"
2017,9,27,Now streaming: Jane Fonda/Robert Redford films; ‘Transformers: The Last Knight’
2017,9,26,Hollywood’s hot startup plans virtual-reality immersion for six users
2017,9,25,Agreement reached to end strike by video-game voice actors
2017,9,25,Pakistani cricket star Khan criticizes US's Afghan policy
2017,9,25,Saudi official fired after textbooks show Yoda with king
2017,9,24,"Diversity pays business dividends, says fund-firm President Mellody Hobson"
2017,9,23,Small changes could have big impact at Fort Robinson
2017,9,18,Cuba mystery: What theories US investigators are pursuing
2017,9,17,‘Glass Houses’ tops national best-seller list
2017,9,16,Cuba mystery: What theories US investigators are pursuing
2017,9,12,J.J. Abrams to write and direct 'Star Wars: Episode IX'
2017,9,10,'It' floats away with record-breaking $117.2 million weekend
2017,9,10,The Toyminator: Art teacher has booming toy sales business
2017,9,8,"Mandeville man ready for amputation, bionic arm"
2017,9,8,This week in odd news: Guinness records; 'Star Wars' maze View
2017,9,8,Indiana farmer plants corn maize tribute to Carrie Fisher
2017,9,7,"William Shatner talks 'Wrath of Khan,' new creative projects"
2017,9,7,"Like mother, like daughter, Meyers-Shyer directs her rom-com"
